CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LATracts1,LATracts10,LAPOP1_10,LALOWI1_10,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
41029001100,Oregon,Jackson County,0,5689,2093,0,22,0.39,0,0,0,5.0,64500,0,0,0,NA,NA,3767,66.21,1173,20.63,784,13.79,622,10.94,3445,60.55,14,0.24,22,0.39,3,0.05,72,1.26,211,3.71,324,5.70,55,2.61,199,9.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1754,1319,858,5195,18,53,13,89,321,484,84,285
41029001200,Oregon,Jackson County,1,3904,1469,0,120,3.07,1,0,1,17.8,51707,1,1,0,552,236,552,14.15,236,6.04,121,3.10,79,2.02,504,12.91,4,0.11,0,0.00,0,0.01,10,0.27,33,0.85,48,1.24,0,0.03,30,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,976,439,3444,36,65,25,43,291,414,4,247
41029001301,Oregon,Jackson County,1,5060,1531,0,509,10.06,1,0,1,21.9,58026,1,1,0,2464,1111,2464,48.70,1111,21.96,449,8.87,336,6.65,2134,42.17,47,0.93,6,0.12,1,0.02,25,0.49,252,4.97,355,7.01,10,0.66,179,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2507,1233,599,4211,76,39,9,55,670,927,17,394
41029001302,Oregon,Jackson County,0,8950,3100,0,18,0.20,0,0,0,11.7,65865,0,0,0,NA,NA,6778,75.73,1815,20.28,1835,20.51,909,10.15,5759,64.35,31,0.35,83,0.93,7,0.08,61,0.68,836,9.34,1180,13.19,56,1.81,460,14.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3827,2536,1040,7269,42,94,9,109,1427,1911,69,653
41029001400,Oregon,Jackson County,1,10474,4006,0,4,0.04,0,0,0,8.0,77247,1,1,0,3465,725,3465,33.09,725,6.92,873,8.33,531,5.07,3268,31.20,6,0.05,28,0.27,2,0.02,31,0.30,131,1.25,213,2.04,31,0.76,173,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147,2678,1596,9707,19,89,10,129,520,694,193,603
41029001500,Oregon,Jackson County,1,4674,2133,0,7,0.15,0,0,0,7.9,74125,1,1,0,2050,517,2050,43.85,517,11.06,370,7.91,493,10.55,1955,41.82,2,0.04,11,0.23,2,0.04,13,0.28,67,1.44,91,1.95,5,0.25,66,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,786,1274,4465,12,31,5,28,133,169,275,178
41029001601,Oregon,Jackson County,1,3639,1722,0,14,0.38,0,0,1,20.8,45320,0,0,0,250,122,250,6.86,122,3.35,28,0.78,117,3.22,232,6.38,1,0.03,0,0.01,0,0.00,2,0.06,14,0.39,22,0.59,6,0.36,34,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2324,634,1009,2957,20,33,12,55,562,792,158,554
41029001602,Oregon,Jackson County,0,5998,2546,0,23,0.38,0,0,0,13.8,66507,0,0,0,NA,NA,2002,33.38,504,8.41,369,6.15,344,5.73,1819,30.32,6,0.10,11,0.18,5,0.08,10,0.16,152,2.54,206,3.44,14,0.53,177,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2453,1285,1002,5078,43,46,13,75,743,968,165,609
41029001700,Oregon,Jackson County,1,7322,3130,0,185,2.53,1,1,1,18.9,51953,1,1,0,1633,668,1633,22.30,668,9.13,340,4.64,266,3.64,1468,20.05,8,0.11,13,0.17,3,0.05,23,0.32,117,1.60,162,2.21,67,2.16,179,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3052,1629,1223,6405,62,64,14,99,678,1065,238,853
41029001800,Oregon,Jackson County,1,7817,3752,0,22,0.28,1,1,1,22.4,80923,1,1,0,582,157,582,7.44,157,2.01,103,1.31,133,1.70,535,6.85,2,0.03,13,0.16,1,0.01,8,0.10,23,0.30,30,0.38,7,0.18,37,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3145,1443,1559,7051,74,180,18,47,447,403,294,576
41029001900,Oregon,Jackson County,1,3038,1093,0,783,25.77,0,0,1,31.1,55000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302,403,182,2540,66,81,18,54,279,274,119,260
41029002000,Oregon,Jackson County,1,1976,1124,0,10,0.51,0,0,0,16.4,61129,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896,267,284,1793,34,32,6,10,101,86,130,170
41029002100,Oregon,Jackson County,1,3424,1622,0,143,4.18,0,1,0,11.9,97321,1,1,0,1196,326,1196,34.93,326,9.51,182,5.31,286,8.37,1127,32.92,7,0.21,17,0.50,2,0.06,10,0.28,33,0.97,33,0.95,48,2.97,68,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,532,688,3201,24,58,5,30,106,130,122,216
41029002200,Oregon,Jackson County,1,4481,2126,0,3,0.07,0,0,0,17.1,93542,0,0,0,351,92,351,7.82,92,2.05,64,1.42,88,1.96,338,7.55,0,0.00,3,0.07,0,0.00,5,0.11,4,0.09,6,0.14,13,0.60,19,0.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,652,954,4168,27,73,11,43,159,160,119,281
41029002300,Oregon,Jackson County,0,1712,721,0,0,0.00,0,0,0,8.8,67125,0,0,0,139,38,1709,99.84,483,28.24,277,16.18,343,20.02,1600,93.47,3,0.18,22,1.29,3,0.18,14,0.82,67,3.91,46,2.69,17,2.33,81,11.22,139,8.12,38,2.22,20,1.18,25,1.47,130,7.59,1,0.04,4,0.21,0,0.00,1,0.04,4,0.24,6,0.38,1,0.19,7,0.94,470,277,345,1603,3,22,3,14,67,46,16,77
41029002400,Oregon,Jackson County,0,2112,835,0,64,3.03,0,0,0,9.8,74688,0,0,0,NA,NA,1539,72.88,381,18.05,303,14.36,296,14.04,1378,65.25,11,0.54,16,0.77,2,0.09,25,1.20,106,5.02,140,6.64,3,0.34,35,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,424,426,1887,15,32,2,28,148,192,5,44
41029002500,Oregon,Jackson County,0,2547,1091,0,6,0.24,0,0,0,6.7,93631,1,0,1,563,168,2546,99.97,544,21.38,418,16.41,479,18.79,2385,93.66,7,0.27,19,0.74,5,0.20,17,0.67,113,4.44,98,3.85,42,3.88,64,5.87,563,22.10,168,6.58,88,3.47,99,3.89,519,20.39,1,0.03,3,0.11,2,0.08,6,0.22,32,1.26,31,1.20,6,0.57,14,1.32,469,418,479,2386,7,19,5,17,113,98,34,61
41029002600,Oregon,Jackson County,0,2769,1138,0,0,0.00,0,0,0,14.7,64122,1,0,1,1746,616,2769,100.00,965,34.85,508,18.35,589,21.27,2576,93.03,4,0.14,8,0.29,6,0.22,63,2.28,112,4.04,139,5.02,47,4.16,222,19.50,1746,63.05,616,22.25,318,11.48,380,13.72,1624,58.66,1,0.04,5,0.18,5,0.18,36,1.30,74,2.69,76,2.75,30,2.59,143,12.56,932,508,589,2576,4,8,6,63,112,139,48,226
41029002700,Oregon,Jackson County,1,6921,2935,0,2,0.03,0,0,0,10.8,58725,1,1,0,4743,1676,4743,68.53,1676,24.22,777,11.22,1005,14.52,4489,64.86,13,0.19,18,0.25,6,0.09,54,0.78,163,2.36,165,2.38,56,1.91,260,8.86,91,1.32,37,0.54,9,0.13,14,0.20,81,1.17,2,0.03,1,0.01,0,0.00,2,0.03,5,0.07,2,0.02,1,0.03,5,0.18,2697,1168,1547,6544,20,25,7,74,251,289,83,423
41029002800,Oregon,Jackson County,0,4686,1861,0,22,0.47,0,0,0,14.2,63553,0,0,0,NA,NA,3157,67.38,1137,24.27,573,12.23,626,13.36,2954,63.03,9,0.20,18,0.39,5,0.12,24,0.52,146,3.13,139,2.97,24,1.28,142,7.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,860,873,4387,13,26,7,45,208,177,40,217
41029002900,Oregon,Jackson County,0,7258,3220,0,13,0.18,0,0,0,11.3,62203,1,0,1,545,108,4958,68.31,1258,17.34,768,10.58,1225,16.87,4672,64.37,16,0.22,28,0.39,0,0.00,62,0.86,181,2.49,186,2.56,48,1.50,381,11.82,545,7.50,108,1.48,68,0.94,152,2.09,507,6.99,3,0.04,3,0.04,0,0.00,7,0.10,24,0.33,20,0.27,4,0.12,43,1.32,2187,1225,1879,6821,35,37,0,86,279,304,139,602
41029003001,Oregon,Jackson County,0,3822,1670,0,0,0.00,0,1,1,16.1,54688,0,0,0,NA,NA,3587,93.84,1342,35.11,552,14.43,818,21.39,3381,88.45,10,0.26,20,0.53,4,0.10,27,0.71,145,3.78,145,3.80,106,6.34,214,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,588,861,3604,11,21,5,30,151,149,129,244
41029003002,Oregon,Jackson County,1,4979,2166,0,4,0.08,0,0,0,19.2,87557,1,1,0,4645,1091,4645,93.29,1091,21.90,726,14.57,1030,20.69,4381,87.98,10,0.20,34,0.68,2,0.04,58,1.16,161,3.23,178,3.58,49,2.26,297,13.71,821,16.49,149,2.99,113,2.27,189,3.80,788,15.83,4,0.09,4,0.09,0,0.00,3,0.06,21,0.42,33,0.67,11,0.52,55,2.56,1125,774,1112,4686,11,37,2,64,179,200,42,284
41031940000,Oregon,Jefferson County,0,3133,766,0,65,2.07,0,0,1,38.5,40972,0,0,0,393,252,3133,100.00,2016,64.36,1098,35.05,169,5.39,89,2.84,2,0.06,1,0.03,0,0.00,2866,91.48,175,5.59,264,8.43,30,3.90,437,56.99,393,12.55,252,8.03,137,4.37,16,0.51,10,0.32,0,0.01,0,0.00,0,0.00,361,11.52,22,0.70,29,0.93,3,0.44,58,7.63,2237,1098,169,89,2,1,0,2866,175,264,33,481
41031960100,Oregon,Jefferson County,0,2187,605,0,714,32.65,0,0,0,13.2,70395,0,0,0,167,36,2109,96.42,508,23.24,314,14.34,270,12.37,1786,81.65,47,2.15,10,0.46,0,0.00,112,5.14,153,7.02,222,10.17,11,1.89,99,16.40,167,7.63,36,1.63,29,1.32,41,1.86,155,7.09,0,0.00,0,0.00,0,0.00,5,0.22,7,0.32,11,0.50,0,0.00,13,2.13,390,332,282,1847,47,10,0,116,167,233,12,99
41031960201,Oregon,Jefferson County,1,3412,1255,0,0,0.00,0,0,1,20.7,62838,0,0,0,171,75,171,5.03,75,2.19,31,0.92,40,1.16,152,4.44,0,0.00,0,0.01,0,0.00,4,0.11,16,0.46,11,0.31,0,0.00,28,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616,1041,369,2181,26,24,7,185,989,1468,97,474
41031960202,Oregon,Jefferson County,1,5305,1991,0,65,1.23,1,0,1,21.0,61250,1,1,0,1057,338,1057,19.93,338,6.37,232,4.38,240,4.52,925,17.43,4,0.08,7,0.13,0,0.00,44,0.83,78,1.47,86,1.63,24,1.20,97,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904,1445,793,4020,37,36,9,331,872,1358,100,470
41031960301,Oregon,Jefferson County,0,3530,1575,0,0,0.00,0,0,0,13.2,67871,0,0,0,377,79,3530,100.00,895,25.37,517,14.65,1071,30.34,3365,95.33,10,0.28,7,0.20,1,0.03,46,1.30,101,2.86,76,2.15,31,1.95,346,21.98,377,10.68,79,2.23,45,1.28,113,3.21,343,9.70,3,0.08,0,0.00,1,0.03,4,0.12,26,0.75,7,0.21,4,0.27,37,2.33,963,517,1071,3365,10,7,1,46,101,76,32,376
41031960302,Oregon,Jefferson County,0,4153,1598,0,9,0.22,0,0,0,11.8,60391,1,0,1,551,113,4151,99.95,1477,35.57,1057,25.44,647,15.57,3493,84.10,16,0.39,15,0.36,8,0.19,123,2.96,496,11.95,795,19.15,32,1.97,266,16.67,551,13.26,113,2.72,63,1.52,153,3.69,523,12.60,0,0.00,2,0.04,2,0.05,6,0.15,17,0.42,18,0.44,0,0.01,43,2.71,1689,1057,647,3494,16,15,8,123,497,796,30,264
41033360100,Oregon,Josephine County,0,2038,871,0,28,1.37,1,0,1,26.0,34814,1,0,1,1139,720,2038,100.00,1071,52.54,290,14.23,437,21.44,1918,94.11,8,0.39,8,0.39,2,0.10,31,1.52,71,3.48,97,4.76,23,2.59,269,30.92,1139,55.87,720,35.31,173,8.48,231,11.33,1066,52.30,6,0.29,3,0.15,2,0.10,22,1.07,40,1.97,47,2.30,18,2.11,151,17.34,1124,290,437,1918,8,8,2,31,71,97,24,278
41033360300,Oregon,Josephine County,1,5438,2137,0,363,6.68,1,0,1,18.4,53681,1,1,0,5082,2002,5082,93.45,2002,36.82,1012,18.61,1234,22.69,4717,86.74,24,0.44,35,0.64,11,0.20,95,1.75,200,3.68,192,3.53,15,0.69,356,16.64,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2209,1135,1296,5041,28,36,12,104,217,206,17,414
41033360400,Oregon,Josephine County,0,4177,1752,0,12,0.29,0,0,0,14.8,64048,0,0,0,2,1,3532,84.57,1253,30.00,599,14.35,917,21.96,3346,80.10,6,0.14,34,0.81,7,0.16,25,0.61,115,2.75,173,4.15,30,1.71,296,16.89,2,0.04,1,0.01,0,0.01,0,0.01,2,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1624,715,1097,3957,6,38,8,32,136,203,37,375
41033360500,Oregon,Josephine County,1,5565,2337,0,439,7.89,0,1,1,26.0,44245,0,0,0,470,247,470,8.44,247,4.44,116,2.08,92,1.66,450,8.09,0,0.00,1,0.02,2,0.04,1,0.02,15,0.27,32,0.57,16,0.70,62,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3614,1303,1048,5055,28,59,11,58,354,531,381,751
41033360600,Oregon,Josephine County,1,6493,2614,0,358,5.51,0,1,0,12.4,60060,1,1,0,3410,847,3410,52.53,847,13.04,691,10.64,882,13.58,3134,48.26,26,0.40,66,1.01,4,0.07,33,0.51,147,2.27,195,3.00,44,1.70,263,10.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,1474,1270,5946,42,84,13,82,326,470,183,498
41033360701,Oregon,Josephine County,1,4248,1677,0,115,2.71,0,0,1,20.2,42422,0,0,0,419,184,419,9.87,184,4.34,112,2.64,68,1.61,376,8.86,1,0.02,2,0.05,0,0.00,9,0.22,31,0.73,39,0.91,9,0.51,47,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2274,1088,484,3802,21,48,18,66,293,382,155,548
41033360702,Oregon,Josephine County,1,5741,2599,0,27,0.47,0,1,1,13.7,55568,0,0,0,19,8,19,0.33,8,0.13,2,0.03,5,0.09,19,0.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,2,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199,1261,1240,5244,33,57,16,68,323,442,192,612
41033360800,Oregon,Josephine County,0,5080,2157,0,10,0.20,0,0,0,13.1,63386,0,0,0,NA,NA,4181,82.30,1567,30.84,626,12.32,1240,24.41,3924,77.24,8,0.16,33,0.64,2,0.04,50,0.98,164,3.23,196,3.86,30,1.39,287,13.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,850,1392,4730,18,49,3,64,216,245,37,351
41033360900,Oregon,Josephine County,0,2544,1086,0,0,0.00,0,0,1,15.1,51573,0,0,0,220,74,2544,100.00,1031,40.53,428,16.82,616,24.21,2404,94.50,4,0.16,17,0.67,1,0.04,31,1.22,87,3.42,133,5.23,7,0.64,170,15.68,220,8.66,74,2.90,40,1.59,49,1.91,210,8.24,0,0.00,1,0.03,0,0.00,3,0.10,7,0.29,11,0.42,0,0.03,15,1.36,1101,428,616,2404,4,17,1,31,87,133,8,186
41033361000,Oregon,Josephine County,0,4798,1939,0,42,0.88,0,0,1,12.6,55769,0,0,0,NA,NA,4653,96.97,1459,30.41,784,16.35,1214,25.31,4398,91.67,4,0.08,21,0.43,7,0.15,52,1.08,171,3.57,230,4.80,45,2.30,259,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671,811,1249,4536,4,21,7,53,177,234,51,287
41033361100,Oregon,Josephine County,1,8956,3773,0,38,0.42,1,1,1,17.6,49325,1,1,0,5407,2414,5407,60.37,2414,26.96,1298,14.49,1162,12.97,4987,55.68,27,0.30,32,0.36,8,0.09,52,0.59,301,3.36,418,4.67,140,3.72,473,12.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4224,2157,2000,8226,50,63,11,107,499,730,325,838
41033361200,Oregon,Josephine County,1,6980,2942,0,96,1.38,1,1,1,23.2,45440,1,1,0,855,312,855,12.24,312,4.48,183,2.63,228,3.26,804,11.52,1,0.01,4,0.05,0,0.00,9,0.13,36,0.52,52,0.74,5,0.17,125,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4248,1606,1557,6425,21,47,24,96,367,523,177,1092
41033361300,Oregon,Josephine County,0,7088,2865,0,21,0.30,0,1,0,10.1,71230,0,0,0,NA,NA,6586,92.91,2186,30.85,1260,17.78,1586,22.37,6164,86.96,20,0.29,58,0.81,3,0.04,78,1.10,263,3.71,322,4.54,106,3.69,330,11.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2440,1363,1702,6647,23,62,3,79,274,344,121,379
41033361400,Oregon,Josephine County,0,2648,1144,0,0,0.00,1,0,1,26.2,34576,1,0,1,782,530,2648,100.00,1412,53.32,452,17.07,584,22.05,2458,92.82,11,0.42,14,0.53,1,0.04,48,1.81,116,4.38,116,4.38,25,2.15,169,14.77,782,29.53,530,20.02,159,6.00,150,5.66,717,27.07,5,0.19,8,0.29,0,0.00,14,0.52,39,1.46,25,0.95,8,0.73,49,4.25,1540,452,584,2458,11,14,1,48,116,116,26,178
41033361500,Oregon,Josephine County,0,2571,1091,0,10,0.39,0,0,1,26.7,49831,0,0,0,1,1,2176,84.63,933,36.30,329,12.81,479,18.62,2021,78.61,9,0.35,17,0.67,0,0.00,33,1.30,95,3.71,76,2.95,53,4.84,118,10.85,1,0.05,1,0.02,0,0.00,1,0.03,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,1093,405,557,2391,9,18,0,43,110,105,62,139
41033361600,Oregon,Josephine County,0,8348,3662,0,42,0.50,1,1,1,28.8,40816,1,0,1,565,198,6142,73.58,2593,31.07,1033,12.37,1451,17.38,5677,68.00,33,0.40,32,0.38,10,0.12,124,1.49,266,3.19,317,3.80,51,1.38,844,23.04,565,6.77,198,2.38,91,1.09,133,1.60,535,6.40,0,0.01,0,0.00,1,0.01,11,0.14,17,0.21,19,0.22,0,0.00,80,2.18,3965,1545,1909,7669,41,60,15,171,392,490,182,1125
41035970100,Oregon,Klamath County,0,3038,1391,0,0,0.00,1,0,1,13.6,42474,1,0,1,1319,638,3038,100.00,1275,41.98,415,13.66,798,26.27,2843,93.58,12,0.39,10,0.33,1,0.03,47,1.55,125,4.11,78,2.57,68,4.88,264,18.95,1319,43.40,638,21.01,158,5.19,310,10.20,1224,40.30,6,0.20,6,0.20,0,0.00,31,1.02,51,1.69,37,1.23,41,2.95,122,8.75,1283,415,798,2843,12,10,1,47,125,78,63,252
41035970200,Oregon,Klamath County,0,4723,2134,0,5,0.11,1,0,1,27.3,43505,1,0,1,4723,2613,4723,100.00,2613,55.33,796,16.85,1127,23.86,3687,78.06,13,0.28,21,0.44,7,0.15,714,15.12,281,5.95,238,5.04,62,2.90,533,24.95,4723,100.00,2613,55.33,796,16.85,1127,23.86,3687,78.06,13,0.28,21,0.44,7,0.15,714,15.12,281,5.95,238,5.04,62,2.90,533,24.95,2950,796,1127,3687,13,21,7,714,281,238,63,546
41035970300,Oregon,Klamath County,0,3100,1349,0,0,0.00,0,0,0,10.5,61786,0,0,0,458,136,3091,99.72,774,24.98,518,16.71,656,21.15,2858,92.20,6,0.19,24,0.77,2,0.06,59,1.90,142,4.58,145,4.68,26,1.96,176,13.02,458,14.78,136,4.39,35,1.12,119,3.83,421,13.58,2,0.06,1,0.04,0,0.00,14,0.45,20,0.64,17,0.55,0,0.03,31,2.32,749,518,656,2863,6,24,2,59,146,149,24,164
41035970400,Oregon,Klamath County,0,1418,541,0,0,0.00,0,0,0,8.2,60489,1,0,1,1195,397,1418,100.00,471,33.21,338,23.84,268,18.90,1237,87.24,3,0.21,8,0.56,0,0.00,34,2.40,136,9.59,186,13.12,5,0.94,44,8.08,1195,84.25,397,27.98,284,20.01,223,15.73,1044,73.63,2,0.14,6,0.44,0,0.00,26,1.81,117,8.24,155,10.93,4,0.79,37,6.75,460,338,268,1237,3,8,0,34,136,186,5,43
41035970500,Oregon,Klamath County,0,1608,680,0,0,0.00,1,0,1,22.3,45461,1,0,1,1441,646,1608,100.00,719,44.69,314,19.53,339,21.08,1435,89.24,11,0.68,6,0.37,2,0.12,41,2.55,113,7.03,164,10.20,40,5.83,156,22.91,1441,89.64,646,40.14,292,18.18,306,19.02,1284,79.88,10,0.63,3,0.19,0,0.01,39,2.43,104,6.50,157,9.76,34,5.02,139,20.47,686,314,339,1435,11,6,2,41,113,164,38,148
41035970600,Oregon,Klamath County,0,1608,563,0,12,0.75,0,0,1,20.4,58750,0,0,0,NA,NA,696,43.28,317,19.71,154,9.58,128,7.94,599,37.25,1,0.06,0,0.00,2,0.12,5,0.29,89,5.55,146,9.07,5,0.97,41,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,442,234,1261,1,0,2,19,325,625,12,90
41035970700,Oregon,Klamath County,0,2174,827,0,4,0.18,1,0,1,14.6,54457,1,0,1,586,215,2174,100.00,846,38.92,548,25.21,314,14.44,1785,82.11,7,0.32,5,0.23,3,0.14,23,1.06,351,16.15,519,23.87,27,3.23,90,10.85,586,26.94,215,9.91,123,5.68,99,4.57,529,24.35,2,0.07,3,0.15,0,0.01,4,0.17,48,2.19,84,3.89,6,0.67,26,3.17,747,548,314,1785,7,5,3,23,351,519,24,91
41035970800,Oregon,Klamath County,0,2316,921,0,10,0.43,0,0,0,12.3,68555,0,0,0,NA,NA,2316,100.00,645,27.84,561,24.22,399,17.23,2084,89.98,7,0.30,16,0.69,3,0.13,43,1.86,163,7.04,151,6.52,26,2.79,129,13.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,561,399,2084,7,16,3,43,163,151,26,132
41035970900,Oregon,Klamath County,0,4505,1830,0,19,0.42,0,0,0,15.9,61099,0,0,0,0,0,4332,96.15,1626,36.08,937,20.80,782,17.36,3912,86.85,26,0.58,58,1.29,4,0.09,93,2.05,238,5.29,244,5.42,27,1.47,322,17.61,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1720,976,804,4066,29,58,4,102,246,254,27,330
41035971000,Oregon,Klamath County,0,2484,1012,0,15,0.60,0,0,0,11.2,96452,0,0,0,7,2,2484,100.00,682,27.47,479,19.28,481,19.36,2343,94.32,4,0.16,11,0.44,3,0.12,39,1.57,84,3.38,92,3.70,17,1.70,116,11.42,7,0.26,2,0.10,1,0.03,0,0.00,7,0.26,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1,0.05,638,479,481,2343,4,11,3,39,84,92,16,107
